Mark43,"Various engineering roles | New York, NY / Charlotte, NC / Toronto | ONSITE  https://www.mark43.com/careers/Fight crime with codeWe build software that literally helps save lives. Our clients are police departments, firefighters and EMTs.Be a part of an awesome team in a fast-growing startup (featured on multiple “next startups to break out” lists). Learn more here: https://www.mark43.com/careers/Back-end: Java ElasticSearch KafkaFront-end: React Redux JavaScriptHiring:[Mid-level] Back End Engineer - NYC
[Sr] Back End Engineer - Toronto
[Jr] Back End Engineer - Charlotte
[Jr/Mid-Level] Dev Ops Engineer - New York
[Mid-Level] QA Associate - New York
[Sr] Product Designer - New York"
Clubhouse,"Software Engineers and Product Designers | New York, NY | Remote | Full-timeClubhouse combines a simple, modern UI with enterprise-grade tools, allowing technology companies to plan and manage their projects effectively, visualize progress across the organization, and define deadlines and milestones based upon data and predictive modeling.If you understand the pain of working with existing project management tools and want to help us make something approximately one million times better than what’s out there then we want to hear from you!Stack: Clojure, Datomic, JavaScript, React.js, Graph QL, JestCan work remotely or from our office in New York, NY!https://clubhouse.io/careers"
DeepMacro,"New York City | Devops, Data Science | Full-Time | ONSITE | https://angel.co/deepmacro-1/jobsDeepMacro provides early, independent assessment of economic conditions across the developed and emerging world, using information gathered from novel Internet sources. Our clients include some of the world's most recognizable hedge funds and asset managers.If you are a detail-oriented Python developer, comfortable supporting production applications in the AWS environment, and curious about the interaction of macroeconomics and financial markets, we'd love to meet you.Contact: URL above, or drop us a line: jobs at deepmacro.com"
Loan Ecosystem Online,"NYC | Full-Stack Developer | Full-Time | Onsite | 100k-130k | https://loaneco.net/Loan Ecosystem Online is a platform that is transforming the way middle market loans are bought and sold. The platform drives efficiency into the currently outdated middle market loan syndication process.
Our current stack is Ruby on Rails, AngularJS/Angular Hybrid, PostgreSQL, Redis, AWS and Docker. You will be working closely alongside our founder and CEO, and be a part of the core team that shapes the company as we grow.Apply her https://angel.co/l/28JSu2 or email your resume to me at neil@loaneco.net"
CoinDesk,"New York, NY | Frontend, Backend, FullStack | Onsite, Full-Time | https://www.coindesk.comCoinDesk is the number one website in the hyper-growth world of blockchain & digital assets. We’re committed to helping people understand the broader blockchain ecosystem through our highly trafficked digital media site, our data products, and our highly attended event series, Consensus.We’re hiring for the following roles:Sr. Frontend Engineer: https://angel.co/coindesk/jobs/456185-sr-frontend-engineer -  You will drive the frontend architecture of a new digital media experience seen by millions of people every month.Sr. Data Systems Engineer: https://angel.co/coindesk/jobs/407391-senior-software-engine... - You will build out data pipelines that ingest a variety of heterogenous data related to the cryptocurrency ecosystem, as well API’s to serve that data to power rich digital media experiences and the broader development community.Full Stack Developer: https://angel.co/coindesk/jobs/259060-full-stack-developer - Perfect role for a a developer with a few years of experience that wants to accelerate their professional experience across our services and platforms working on our digital media infrastructure and features.Tech Stack:  React / Redux / Express / node.js / docker / aws / elastic search / KafkaPerks : Happy, Humble, Honest and Hungry colleagues, top-notch healthcare, four weeks vacation, regular team events, competitive salaries.   We’re profitable and growing.You can apply directly or e-mail me at parker@coindesk.com to learn more."
AMEX,"New York/ Sunrise, FL /Phoenix | Mid-Level and Senior Full Stack Java Engineers.Its an exciting time for AMEX as we are generating a new team to work alongside the R&D Division who are going to be the heart of innovation from - new disruptive payment systems, advanced analytics methods and exciting new wearables.We are exclusively hiring full stack developers to work in the mobile engineering team. Giving exposure to Cloud, IOT and Machine Learning.The candidate must be a US/Greencard Holder who is incredibly passionate about new development as this is all greenfield work.If interested - apply with resume and salary expectations to jack.foster@orbisconsultants.com"
DigitalOcean,"NYC | REMOTE | Sr Engineer: Platform CoreMy team, Platform Core is hiring a Sr Engineer. Our team develops an internal PaaS based on Kubernetes, and operates the underlying infrastructure. Lots of fun and interesting stuff to do: we run over a thousand different services on our platform, and are constantly evolving it to expose new features and make operations simpler and better for the whole engineering org. The work is a healthy mix of operations (chef, docker, linux, kubernetes) and development (golang). Ops experience is a big plus for background, but the work is heavier on development.Actual job post: https://grnh.se/ae902dc11"
Curalate,"Full Stack Engineer, Back-end Engineer, Front-end Engineer, Product Designer, Product Manager | Seattle, NYC, Philadelphia | https://www.curalate.com/Curalate is the leading visual commerce platform, connecting pictures, people and products. Our visual commerce software enables brands to use social content and social audiences to sell more effectively online. Over 1,000 brands and retailers use Curalate to turn images and videos into shoppable content on their sites, social channels, ads, and emails.We're hiring developers, designers and product people with exceptional problem solving skills, creative out-of-the-box thinking, and comfort with quickly learning, evaluating, and deploying new technologies. We're not language zealots: we believe in using the right tool for the job, and are comfortable with a polyglot codebase. That said, today we lean on:  Primary Languages: Scala, Javascript
  Front end frameworks: React/Redux, Typescript, AngularJS
  Back end/micro-services stack: Finatra/Finagle, Docker ECS, Terraform
  Data stores: ElasticSearch, MySQL (RDS), DynamoDB, Redis, Redshift, S3
  Data processing: AWS Lambda, Kinesis, SQS, Spark
  Machine Learning: MxNet, Caffe, Scala, Python
  Computer Vision: OpenCV, Scala, C++

Although experience with our existing technology stack is great, we're much more interested in hiring developers with exceptional problem solving skills, creative out-of-the-box thinking, and comfort with quickly learning, evaluating, and deploying new technologies. While we're not looking for any specific industry experience you should have a CS degree and/or at least two years of experience and come prepared to join a fast-moving, high-performing team.Check out our Engineering Blog to learn more: https://engineering.curalate.comYou can find and apply to all roles on our Greenhouse page: https://grnh.se/6v7imw1"
Mantra Health,"Head of Product | Full Stack Engineer | Frontend Engineer | Onsite | New York City | Full TimeMantra is building the first fully vertical digital clinic for mental health. We’re located in the heart of New York City. We’re starting by building DTC ecommerce, telehealth diagnosis, and a mobile app to help manage symptoms & side-effects but have much more planned. We’re backed by a group of leading US and European institutional investors & hiring a product lead & first developers.We are are in the early days of product development. You will play a key part in defining our product roadmap and tech stack. Onsite only.Send resume/CV and quick blurb on your background to matt (at) getmantra.co"
Disney Streaming Services,"New York, NY | Software Engineer: Marketing Tech Engineering| Full timeThe Marketing Tech Engineering team is responsible for powering all marketing initiatives for Disney Streaming Services, including ESPN+ and Disney+. We develop and leverage software to make sure Disney Streaming Services marketing teams are able to grow and retain customers both domestically and internationally.You'll be working with a team that pushes the envelope of serverless computing using services and technology like AWS Lambda, DynamoDB, Kinesis Streams and Firehose, Glue and Spark. Experience with Java, building microservices, stream processing and ETL preferred.PM me to apply."
Dia&Co,"NYC, LA, or Remote (US only) | Remote-OK | https://www.dia.comDia&Co is the leading personalized styling service for women who wear sizes 14+. Our business meets a profound need, and we are on a mission to democratize fashion — not only by providing easy access to quality clothing, but also by building an inclusive community of women who use fashion to celebrate their bodies.To learn more about who we are, our engineering culture, and whether this is the right place for you, read our Key Values profile: https://www.keyvalues.com/dia&coHere are some of our open positions:* Director of Engineering: https://www.dia.com/careers/job?gh_jid=711199&gh_src=eshew45...* Lead Software Engineer: https://www.dia.com/careers/job?gh_jid=985020&gh_src=eshew45...* Lead Software Engineer, Consumer (frontend heavy): https://grnh.se/dbe99a971* Senior Software Engineer: https://www.dia.com/careers/job?gh_jid=226476&gh_src=eshew45...* Software Engineer: https://www.dia.com/careers/job?gh_jid=613338&gh_src=eshew45...* Senior Project Manager: https://grnh.se/e08b73d71Tech Stack: Engineering: Ruby on Rails, React, Node, Postgresql, ElasticSearch
Data: Python + Go, Docker, AWS services (e.g. Kinesis, Lambda, ECS, Fargate…)"
Plated,"New York, NYC | Full-time | Onsite & RemotePlated is a food technology company delivering chef-designed premium meal-kits. Plated personalizes dinners for people who are passionate about food while also provides a seamless digital experience across multiple platforms. Take a look at our careers page! https://www.plated.com/careersWe are looking for:Senior Software Engineer, Operations ToolsSoftware Engineer, Operations ToolsiOS EngineerSenior Product Designer, Culinary & Operations ToolsSenior Product Designer, ConsumerOur team is solving big-picture problems in a collaborative, data-driven environment we’ve built together—and we’re looking for the best people to join us."
REFERSION,"NEW YORK, NY | PHP DEVELOPER | FULL-TIME | ONSITEProfitable and have never raised any money. A company built by developers and people who love tech. We are a small, empowered, self-motivated team that can do big things. Our server stacks run PHP, MySQL, GraphQL, Serverless functions, React.js, ElastiCache, and others. If you're an intelligent developer who believes in doing what is best for the product, you'll love our team.APPLY AT: https://refersion.workable.com/jobs/884773"
MakerDAO,"| SF, New York, Europe, Worldwide | ONSITE | https://makerdao.com/careersMakerDAO has created a decentralized (because it's on Ethereum) and trustless (because no persons control funds, immutable code does) system of crypto-collaterized loans and a token called Dai that is soft-pegged to the US dollar. We've been on mainnet since last December, and growing very quickly all around the world.Check out makerdao.com/careers for positions and mention HN in your email. If you fit a role not listed there, please still email careers@ and we can talk."
Even Financial (https://evenfinancial.com),"Data Science Intern | NYC | OnsiteHi, I'm looking for a Data Science intern starting January. No specific experience required but you should have an interest in statistics and machine learning algorithms. I'll be managing you and having you mostly do manual grid search over the parameter space for a couple different models on our funded loan dataset. I prefer we use R over Python. Please email me your brief CV/resume sandy@evenfinancial.com. The position is paid or for credit."
Fact Labs,"Founding Engineer | San Francisco and New York (NYC) | Onsite or Remote (US only) | Full TimeBuilding models in spreadsheets is broken. Spreadsheet models break down when you alter them, modularize them, or add more collaborators. Analysts in banking, investment management, and operations have gotten by with spreadsheets but not without enormous time and effort spent hacking around their many limitations. Fact Labs has developed a more powerful, more collaborative modeling paradigm that is inspired by logic programming and applied ontology yet is still accessible to sophisticated but non-programmer analysts. We are a small, funded, early-stage team with significant domain experience with our target customers. The team previously worked together on a distributed search and data management startup and sold the company a few years back.What we are looking for:Fast, deliberate learners eager to translate concept into practice OR experienced hands ready to take significant design ownershipStrong computer science fundamentals, including algorithms and data structuresExperience with one of the following through professional, academic, or personal work:- Database design and implementation (query processing/planning, database/storage engines)- Language design and implementation (parser generators, interpreters, virtual machines, compilers)- Logic programming (Prolog, Datalog, SAT/SMT solvers, etc.)- Optimization (constraint satisfaction, combinatorial optimization, linear programming, etc.)Language experience: C / RustSelf-starting attitude with strong communication skills (especially written)The modeling experience we’re building is unlike anything out there. If you believe that spreadsheets are not the last word in end-user programming, reach out to us (stephen [at] fac.tt) and tell us a little about yourself (bio, resume, or LinkedIn). We’d love to hear from you and show you what we’ve been up to!https://angel.co/fact-labs/jobs/404135-founding-software-eng..."
Carta (formerly eShares),"ONSITE | Full-time | https://carta.com | NYC - New York, NY , SF - San Francisco , PA - Palo Alto, CA , SEA - Seattle, WACarta is building the network graph of asset ownership. We help 7,000+ privately and publicly held companies track who owns what. We're growing rapidly and are hiring across the board.---------------------------------------------Senior+ full stack engineers---------------------------------------------Required:* 4+ years professional software development experience* Experience writing unit testsNice-to-have:* Experience with Python and Django* Experience with ReactDrop a note to robert.balousek+dec18 [at] carta [dot] com for more info."
Namely,"Senior Software Engineer | New York, NY | OnsiteNamely’s mission is to help mid-sized companies build a better workplace. We’re an HR, payroll, and benefits platform that provides the technology, data, and support that HR professionals need and employees love to use. We're seeking Senior Software Engineers to join our growing team in New York City + our primary focus is to hire smart and motivated engineers that are eager to learn!Apply here: https://www.namely.com/careers/"
Circle,"Boston, New York City (NYC), SF, Hong Kong, London, Dublin | Full time, on site | Engineering, Finance, Compliance, Talent, Software engineers of all types, CX / support, Producthttps://circle.careers/en/Circle Internet Financial is modernizing finance using the blockchain. We launched USDC with Coinbase, operate Poloniex, run one of the largest OTC crypto desks in the world, and are generally deep in real-world solutions using blockchain and cryptocurrencies. We are hiring for practically everything."
CleanBrowsing,"Remote | Contract, Maybe full timeCleanBrowsing is building a safe, fast & easy to use DNS-based parental control solution for families, parents and schools. We already offer a free Anycast DNS available on our site: https://cleanbrowsing.org and we are expanding it.Looking to fill one position right now:  * Windows developer (to build Windows apps)

We don't have a career page up yet, but if interested, email us at cleanbrowsing@noc.org so we can chat."
Leif,"New York, NY | ONSITE | FULL-TIME | $110k-$140kWe’re looking to hire our third software engineer to tackle the student debt crisis (more than $1.5 trillion in the US!). We leverage technology to provide financing that is aligned with students interests.Come join us to improve access to quality education. Send me an email at paul (at) leif.orgPython + JS (Vue), tons of unique data, office in Meatpacking. High impact, lean team. Well Funded. 2 to 3+ years of experience.Front-End & Full-Stack preferred.https://leif.org/"
Braze,"Senior Engineers & Leadership postions | New York City, NY | FULL-TIME ONSITE VISABraze (formerly Appboy) is a customer engagement platform that delivers messaging experiences across push, email, apps, and more. Our platform allows for real-time and continuous data streaming, replacing decades-old databases that aren’t built for today’s on-demand, always-connected customer. Each month, tens of billions of messages associated with over 1.5 billion active users are managed through our technology.Braze is a VC-backed company with hundreds of employees in offices located in New York, San Francisco, London, and Singapore. We recently raised $80 million in October 2018 and are hiring across the board in engineering:* Senior Android Engineer: https://grnh.se/mcd7v31
* Senior iOS Engineer: https://grnh.se/b52nxi1
* Senior DevOps Engineer: https://grnh.se/h4psfq1
* Senior Backend Engineer: https://grnh.se/rh1uey1
* Senior Front-End Engineer: https://grnh.se/qn7v6a1
* Staff Engineer: https://grnh.se/4a7949431
* Engineering Manager: https://grnh.se/56c2c14f1 
* Director of Site Reliability Engineering: https://grnh.se/4729d35c1 
* Director of IT/Security: https://grnh.se/f6e106e71To learn more about engineering and life at Braze please check out these links:
 https://stackoverflow.com/jobs/companies/braze
 https://www.keyvalues.com/braze
 https://www.instagram.com/braze/?hl=en
                      
                      reply"
iHeartRadio,"New York, NY USA | ONSITE | Full Time | VisaiHeartRadio, iHeartMedia’s digital radio platform, is the fastest growing digital audio service in the U.S. and offers users thousands of live radio stations, personalized custom artist stations created by just one song or seed artist, and the top podcasts and personalities. iHeartRadio is a great environment for people who like to innovate and have the power to influence decisions. We have 120+ million registered users across over 200 different platforms, and outside the US, we are in New Zealand, Australia, Canada, and Mexico!Mobile Engineers - Android and iOS - Come work on our flagship mobile applications, where all new code is written in Kotlin and Swift with UI testing in Espresso and XCodeUI. We are implementing a new design system which will modernize our UI, working on further global expansion for our app and continuing to broaden our reach via watch, TV, automotive and smart speaker extensions.Data Engineer - Seeking engineers with a passion for solving large data problems. Our data platform helps provide insights and analytics, reporting, business intelligence and many other functions for the business. We rely on tooling such as Hadoop, Hive, Kafka, Redshift, Airflow, Spark.Python Engineer - Work with our content and ingestion engineering teams to figure out how to manage millions of music tracks at scale. Working with our open source framework you will help build the backbone of our core ingestion infrastructure that manages all of our music, talk and podcast infrastructure, encoding infrastructure as well as search and advanced catalog heuristics.Apply for openings here: http://jobs.iheart.com/jobs or recruitment@iheartradiocareers.com for more info!"
Director of UX,"New York, NY | https://grnh.se/ea38166a1Partner Integrations Engineer | New York, NY | https://grnh.se/ea38166a1Senior Backend Engineer | New York, NY | https://grnh.se/ea38166a1Senior Site Reliability Engineer | New York, NY | https://grnh.se/ea38166a1Senior Software Engineer | New York, NY | https://grnh.se/ea38166a1Senior UI Engineer | New York, NY | https://grnh.se/ea38166a1Client Support Engineer | Wellington, NZ | https://grnh.se/ea38166a1Product Engineer | Wellington, NZ | https://grnh.se/ea38166a1Machine Learning Infrastructure Engineer | Wellington, NZ | https://grnh.se/ea38166a1Sailthru is one of the fastest-growing SaaS companies in NYC. Our retail and publishing customers are among the largest organizations worldwide and they use our platform to provide a connected customer experience across email, web and mobile. We use data science to drive predictive marketing. We're a technology team that...--Is composed of small collaborative teams across engineering, data science, data platforms, and ops--Scales our platforms to handle billions of monthly inbound and outbound messages--Works in a leading-edge, technology-focused environment--Makes significant contributions to the scalability of our technology and has a voice in the direction of our product 
and operationsWe are also hiring for a few non-Engineering roles in Sales and Marketing. Check out our careers page: https://grnh.se/ea38166a1"
New York Public Radio,Podcast empire | New York | ONSITE | Full-time | Engineering 100k+Senior Data & Analytics Engineer: http://app.jobvite.com/m?3v40fkwDQA Automation Engineering Manager: http://app.jobvite.com/m?3F40fkwN
Screenshop AI,"Lead iOS Engineer | New York, NY | Full-Time | OnsiteWe're working on building a consumer recommendation engine and looking for someone to lead our iOS efforts! We have amassed over 1MM users and are looking to take it to the next level. You will be contributing and hiring a team to assist you.If interested, please email me - barron at screenshopit dot com"
Org,"NYC, Zug, World | Blockchain, AI, Financial Engineering, P2P | ONSITE, REMOTE | https://org.networkOrg is reinventing the nature of the firm, through a new platform allowing easier creation of proper unstoppable DAOs.https://org.network/jobs/"
Narmi (Techstars NYC '17),"Senior Full Stack Engineer | New York, NY (NYC) | ONSITE | https://www.narmitech.com Narmi is helping reinvent banking in the United States. We create a more accessible and useful financial ecosystem by powering the online banking, mobile banking, and open banking APIs for the 10,000 credit unions and community banks in the United States. You'll be working on production software that has a real impact on the average American's life everyday. Our software helps them save money on their bills, understand their financial story, protect their families and move money. Narmi was founded by two Georgetown University alums who previously worked as CEO and CTO of a $18 million credit union and also at some of the largest banks in the world. Even if you don't think you are an exact fit for one of our current openings, we'd still love to talk.
We are always looking for well-rounded engineers to join our team in NYC. Having expertise in python (django and django-rest-framework), vue.js, react native, ansbile, terraform, visual design/UI/UX, and/or security are all pluses!Senior Full Stack Engineer: https://angel.co/narmi/jobs/180510-senior-full-stack-enginee....Product Engineer: https://angel.co/narmi/jobs/343383-product-engineerThe interview process entails an intro call to get to know each other, a remote coding session, and finally an in-person half-day.Some keywords: * Senior Full Stack Engineer, Senior Full-stack Engineer, Senior Full Stack Developer, Senior Full-stack Developer * Senior Front End Engineer, Senior Front-end Engineer, Senior Front End Developer, Senior Software Engineer, Senior Product Engineer * Banking, finance, online banking, mobile banking, open banking APIs, * New York City, New York, NY, NYC, ManhattanYou can learn more on our website and apply via email: jobs @ our domain. Make sure to mention you found us on Hacker News. You can also apply via AngelList[1] Also please feel free to reach out directly to me chris @ our domain.[1] https://angel.co/narmi/jobs"
Beeswax,"New York, NY | Sr. Software Engineer | Full Time | ONSITE |Beeswax provides Real-Time Bidding as a service. If you’re not familiar with this world, we create software that advertisers use to bid on the opportunity to show an ad when someone loads a webpage or a mobile app. This means we handle massive scale (~1 million queries/second) and need to handle complex messages and large data sets with latencies under 20ms. On top of our technical challenges, we maintain an exhaustive list of bee-related puns and constantly keep coming up with new ones.After working together for several years on the Ads team at Google our three co-founders decided to start Beeswax because they saw a change in this market. Four years later their efforts have borne fruit and their predictions validated leading us to double in both revenue and team size over the past two years with a clear plan to double again this coming year.We’re a software company right down to our core with engineers from major tech companies such as Microsoft, Amazon and Facebook as well as engineers from many other excellent software cultures. Beeswax is well funded (RRE and Foundry Group amongst others) and far beyond the ramen hustle stage with benefits and a culture that encourages growth and long-term success. We are funded by leading angels from the ad tech ecosystem, in addition to Foundry Group, RRE, Highland Capital, SV Angels, and Revel PartnersWe're looking for both Sr. and Experienced Engineers to join our backend distributed systems teams which process more than 25 Billion events daily. We're fairly tech agnostic in regards to prior experience, however, this role would have you working with a tech stack built in production C++ & Python. Most of our team did not have this experience prior to joining Beeswax.At Beeswax we stand for:
Transparency: We pride ourselves on providing complete visibility into the successes, and sometimes failures, of our business as we grow and scale. It is an integral part of our culture as we collaborate and work towards a common goal across functions.Control: Control and ownership over individual business impacting projects empowers our employees to think critically and contribute to the development of Beeswax as an industry challenging platform.Flexibility: We empower our employees in a work environment that is conducive to creating the optimal work/life balance.website: https://www.beeswax.com/Job Link: https://boards.greenhouse.io/beeswax/jobs/683888"
Analytical Flavor Systems,"Manhattan - NYC | Full-Time | Onsite | http://www.Gastrograph.com/ Position: Full-Stack Engineer, Application Engineer, DevOps, Data Scientist Application & Data Stack: Javascript, React & React Native, GraphQL, Docker, Spark, R, postgres/MySQL, AWS Team: we're a diverse 6 person company (across Data, Engineering, Chemistry, and Biz). Everyone gets trained as a professional taster.Gastrograph AI is an artificial intelligence platform for modeling human sensory perception to predict consumer preferences of food & beverage products. We help food and beverage companies develop new products and optimize their existing brands by predicting the optimal flavor, aroma and texture for target consumer cohorts.Our Services_Innovation Management_: New product development, flavor profile optimization, & portfolio management (multi-product optimization)._Cognitive Marketing_: Product description optimization to prime consumers to like a product more by purposely engineering a perception bias._Deep Market Insights_: Predictions for emergent market preferences by region and demographic.The Position(s)_Engineering_: We're currently looking in two specific areas: (1) full stack engineers with experience with React, GraphQL, and React Native to work on our web app for clients and our mobile app for tasters. (2) Streaming infrastructure focused engineers capable of integrating the data pipeline and outputs of machine learning models into an easy to use management platform._Data Science_: Data science is central to the value and insights we provide for our clients. We didn't build a data science team to optimize our product's marketing spend, sales funnel, or client retention – we built a data science team to build our product. We are a team of data scientists that understand our clients and turn nebulous business goal into quantitative decision metrics and predictive models to optimize those metrics. The extensive role of data scientists at Analytical Flavor Systems allows us to invest in their education across sensory perception (standard sensory science so they know what we're improving and replacing), tasting experiences (so they appreciate the products we work on and understand how the data is collected), production knowledge, and data science tear-downs (a meeting where the team collaboratively attempts to find and fix problems, try new techniques, and debate the philosophical implications of a model's construction).Next StepsPlease contact Jason Cohen at JasonCEO@Gastrograph.com to apply."
Originate,"NYC, SF, LA | Senior Product Designer, Senior Engineer, Senior Product Manager | https://jobs.lever.co/originate | REMOTE | Salary ~120-150K‌‌~~ hope you are having a nice december‌ ‌~~Originate was founded in 2007 and we're a concept-to-launch software consultancy. We partner with our clients to build products of all shapes and sizes. If you worked here, you would get to learn a lot of different tech stacks, how lots of different industries operate, and build a lot of cool products with cool people. We strongly believe in a healthy work-life balance, we have 20% time for engineers to work on their own projects, and we have a generous vacation policy. We are primarily looking to staff our NYC/LA/SF offices BUT we do also have remote positions -- we have a strong remote culture -- available so please reach out to us through Lever even if that is a concern for you.Because we're a consultancy we don't have one fixed tech stack, but I can tell you about the projects I've worked on. It's been a while but the most exotic stack I've worked on was Haskell with Servant, Warp, lenses, all that good stuff. We have several 20% projects using Rust, including one that lets you compose binaural, microtonal music <https://github.com/xasopheno/WereSoCool>. We, of course, build tons of React/Redux apps for browsers; our favorite new thing in the NYC office is to use yarn workspaces so that the Node.js backend and the React frontend share the same Flow or TypeScript types between them. That way you never have to worry about the data on the wire being malformed. We've also been on more Go, Scala, and Swift/iOS projects than you can shake a stick at.Also, fun fact: One of the lesser-known perks of working at a (product-oriented) consultancy like ours is that you rarely have to deal with technical debt. You get to use modern tooling most of the time because you're always starting a project from scratch. It's great! Tooling-wise we're big believers in continuous integration (usually CircleCI) and deployment (also usually CircleCI even though it's not always great for that). We use GitHub for everything. Our devops team uses Terraform and AWS, very standard. No surprises! If you love working with top-of-the-line tools, you should check us out.My personal email is hao.lian@originate.com if you want to reach out to me. You can just ask me Haskell questions! Doesn't have to be about a job. I work in the NYC office on 10 Crosby St so if you are in NYC we should at the very least grab a coffee. Also I'm @hlian on GitHub if you want to peruse all my semi-abandoned personal projects :)"
Knotel,"multiple positions | New York, NY | onsite | Full-time | https://www.knotel.comKnotel is a fast growing commercial real estate startup that is inventing new ways to get things done in a traditional industry. Led by veteran founders, Knotel creates custom headquarters for companies without any of the headaches. Whether for 20 or 500 people, for 6 months or 6 years, Knotel provides businesses the flexibility and design they need in office space so they can focus on their work.Most companies no longer maintain their own server hardware because AWS offers more flexibility and obviates the need to have hardware on-site and IT folks managing and maintaining uptime. At Knotel we think we can provide something similar for office space -- allowing companies to have the ability to scale up and down like cloud servers and freeing them from the responsibility of managing space by having to find people to take over their long leases, do space build outs, hiring their own with facilities management, etc.As a result, we have a ton of interesting tech challenges all up and down the stack. We are working on a canonical data model for storing all of the information on spaces so we can increase operational efficiency and transparency across the company. We are building internal tools to increase our efficiency as a company. We are rolling out a data pipeline and ensuring all data flows into our data warehouse so everyone across the company can report on their key metrics. We are integrating with hardware in the physical space to track information like usage, temperature, and we are figuring out solutions for smart access control. We're looking to use computer vision to understand office utilization and flow within the office.In brief, we have a ton of interesting problems to solve.We're growing our engineering team in NYC significantly, starting with some key roles.Today we're hiring a whole bunch of roles:- Lead Full Stack Engineer https://grnh.se/91ad31da1- Data Engineer https://grnh.se/d5c41fd31- Senior DevOps Engineer https://grnh.se/e43371b81- Full Stack Engineers https://grnh.se/a0d117a21- Director of Engineering (job posting coming soon)- QA Engineer (job posting coming soon)Any questions, feel free to email me victor [at] knotel dot com"
